customer_id,account_id,account_type,account_open_date,account_status,gender,age,state,pincode,customer_segment,employment_status,employer_name,annual_income_inr,account_balance_inr,num_products_held,kyc_status,nominee_added,mobile_banking_enabled,net_banking_enabled,credit_card_linked,demat_account,branch_name,relationship_manager_id,last_login_days_ago,is_dormant,churn_flag,fraud_flag,loan_type,loan_amount_inr,loan_tenure_months,outstanding_principal_inr,emi_amount_inr,days_past_due,is_npa,penalty_amount_inr,credit_score,credit_bureau,risk_rating,savings_interest_rate_pct,fd_interest_rate_pct,overdraft_limit_inr,monthly_interest_income_inr,monthly_service_charges_inr,num_transactions_last_month,avg_transaction_value_inr,last_transaction_date,last_transaction_type,last_transaction_channel,last_transaction_amount_inr,transaction_currency
CUST100150,ACC900150,Savings,14-06-2020,Active,F,44,Rajasthan,220063,Corporate,Retired,,2987254.24,400140.29,2,Rejected,,N,N,Y,Y,Jaipur Vaishali,RM31,475,,0,,Auto Loan,,60,,,180,1,4610.23,427,,Very High,6.53,,,1665.95,843.27,45,69431.81,07-10-2021,Debit,Net Banking,230676.41,USD
CUST100151,ACC900151,Fixed Deposit,01-02-2018,,Other,50,Tamil Nadu,,SME,Self-Employed,,1441565.76,1836682.43,3,,Y,N,Y,,,Hyderabad Banjara Hills,,133,0,0,0,Home Loan,4287628.29,36,3316040.77,85752.57,,,0,474,EXPERIAN,Medium,,7.53,,11935.85,543.81,50,47163.97,24-06-2024,Debit,RTGS,480416.42,GBP
CUST100152,ACC900152,Current,04-02-2020,Inactive,F,32,,326813,Corporate,Self-Employed,,1139472.37,1575625.7,1,Pending,,Y,,Y,,Ahmedabad SG Highway,RM8,,0,0,0,Home Loan,1429058.35,24,267177.97,28581.17,0,0,0,484,CIBIL,Low,,,,14617.59,1186.06,46,29885.48,29-10-2018,Penalty,IMPS,37771.58,EUR
CUST100153,ACC900153,Checking,08-12-2018,Closed,F,26,Tamil Nadu,176168,Corporate,,,1437905.77,1411645.47,7,,Y,Y,Y,N,N,Pune FC Road,RM43,321,,,0,,,,,,120,1,3155.4,709,EQUIFAX,High,,,112155,12787.53,1898.91,87,79213.36,03-08-2024,Debit,UPI,396587.19,GBP
CUST100154,ACC900154,Savings,28-07-2021,,F,,Rajasthan,772239,Corporate,Salaried,Employer_119,1188785.17,-99397.64,7,,N,,Y,N,N,Mumbai Central,RM24,229,1,1,0,Personal Loan,2600910.72,24,1556808.6,52018.21,90,1,3708.01,627,EXPERIAN,Medium,6.98,,,759679.69,143.11,63,3784.21,29-01-2023,Interest,Mobile App,164754.09,EUR
CUST100155,ACC900155,Savings,23-07-2019,Frozen,M,73,,428580,Corporate,Business Owner,,1299448.18,1630759.79,5,Rejected,Y,N,Y,N,Y,Ahmedabad SG Highway,RM46,516,0,,0,Home Loan,4561527.98,12,848129.9,91230.56,60,0,364.92,688,EXPERIAN,Very High,6.06,,,5221.76,1319.5,74,9424.3,20-07-2024,Penalty,RTGS,224061.65,INR
CUST100156,ACC900156,Checking,15-06-2020,,Other,46,Delhi,155718,,Retired,,3852176.48,340971,1,Pending,Y,,Y,,Y,Kolkata West,,67,1,,0,,,,,,0,0,0,409,EXPERIAN,Very High,,,145702.29,10780.09,807.77,,,15-12-2023,Transfer,IMPS,127336.6,GBP
CUST100157,ACC900157,Current,16-07-2020,Frozen,M,43,Karnataka,365852,SME,Business Owner,,2140910.12,1338007.89,,,N,N,,N,,Mumbai Central,,,0,1,0,Personal Loan,1787838.93,12,328456.03,35756.78,120,1,2584.98,544,EQUIFAX,,,,,80106.14,1323.14,21,27940.46,28-04-2023,Transfer,RTGS,10912.09,USD
CUST100158,ACC900158,Current,28-09-2021,Active,M,72,,418395,Corporate,Retired,,740019.93,43438.52,6,,N,,Y,,N,Pune FC Road,RM19,15,1,0,1,,,,,,0,0,0,331,,High,,,,6865.59,1659.08,95,15885.98,26-01-2021,Interest,IMPS,86235.14,EUR
CUST100159,ACC900159,Savings,09-06-2020,Frozen,Other,25,Telangana,548443,HNI,Self-Employed,,,673110.44,4,,,N,,,,Hyderabad Banjara Hills,RM27,572,0,,0,Personal Loan,1847612.68,36,1622371.13,36952.25,0,0,0,382,EXPERIAN,High,4.02,,,4512.68,378.99,119,19820.46,23-06-2022,Transfer,Net Banking,445073.5,GBP
CUST100160,ACC900160,Fixed Deposit,29-12-2018,Frozen,F,37,Rajasthan,,Retail,,,3013144.8,1719516.94,8,,,Y,Y,Y,Y,,,124,0,0,0,,,,,,90,1,2331.35,306,,Medium,,5.89,,9965.2,591.09,10,20904.89,31-08-2024,Transfer,Net Banking,293066.69,INR
CUST100161,ACC900161,Fixed Deposit,05-06-2023,Closed,F,71,Telangana,924911,HNI,Salaried,Employer_91,4289303.68,1251322.11,8,Rejected,,Y,N,,,,RM18,69,,0,0,Personal Loan,731862.84,48,375585.23,14637.26,,,0,581,,Very High,,5.04,,2547.66,422.62,13,31888.53,16-02-2023,Interest,Net Banking,185700.83,INR
CUST100162,ACC900162,Fixed Deposit,17-04-2023,,M,54,Tamil Nadu,477027,SME,,,840403.07,689814.08,4,Verified,,,Y,Y,Y,Hyderabad Banjara Hills,,73,0,0,0,Home Loan,190870.96,24,98349.97,3817.42,0,0,0,542,EXPERIAN,Very High,,6.01,,6421.19,334.19,49,-14775.4,03-06-2018,EMI,Net Banking,394703.36,USD
CUST100163,ACC900163,Checking,04-12-2023,Active,,31,West Bengal,944797,Corporate,Self-Employed,,2697798.95,1696483.48,4,Verified,,,N,,Y,Hyderabad Banjara Hills,RM23,612,0,0,0,,,,,,90,1,1662.26,882,EXPERIAN,Low,,,12095715.02,1825.16,,38,9708.15,17-09-2021,Debit,ATM,424158.23,GBP
CUST100164,ACC900164,Recurring Deposit,16-05-2023,Frozen,F,20,Delhi,670054,SME,Salaried,Employer_59,356878.14,893517.03,1,,,N,N,,Y,Delhi North,,365,0,0,0,Personal Loan,10017104.11,48,5651034.89,200342.08,0,0,0,353,,,,,,-1839.59,12452.54,55,42370.8,26-11-2024,Transfer,NEFT,92619.57,USD
CUST100165,ACC900165,Fixed Deposit,24-05-2021,,Other,36,,127254,Corporate,Salaried,Employer_70,2773170.8,73551142.02,2,Rejected,,Y,,N,Y,Mumbai Central,RM17,28,0,,1,,,,,,,,0,380,EXPERIAN,,,6.12,,9518.46,18772.42,66,23608.59,05-08-2019,Debit,ATM,347586.53,INR
CUST100166,ACC900166,Recurring Deposit,13-11-2022,Closed,,65,,167154,Corporate,Student,,4255883.58,1956529.33,8,Expired,Y,,Y,N,,Delhi North,RM12,282,,,0,Business Loan,2360350.1,60,575964.88,47207,0,0,0,315,EQUIFAX,High,,,,,75.03,31,27448.62,21-01-2022,Penalty,UPI,128735.14,INR
CUST100167,ACC900167,Fixed Deposit,06-06-2019,Inactive,F,27,Tamil Nadu,780748,Corporate,Student,,1260387.67,995168.48,6,Expired,Y,N,,Y,,Mumbai Central,RM5,588,,1,,Business Loan,-1389306.56,60,,-27786.13,60,0,521.23,345,EQUIFAX,High,,8.77,,160354.56,587.05,64,-1676.68,25-05-2024,Penalty,NEFT,215862.61,USD
CUST100168,ACC900168,Recurring Deposit,12-05-2019,Active,M,56,Delhi,135730,,,,3295873.64,406499.87,5,Rejected,N,N,,,N,Kolkata West,,74,0,0,0,Auto Loan,1235914.31,,463086.18,24718.29,120,1,4008.64,719,CIBIL,Medium,,,,4738.56,1992.58,64,73957.99,13-01-2023,Debit,RTGS,274045.42,INR
CUST100169,ACC900169,Recurring Deposit,09-12-2023,Active,,40,Karnataka,745374,SME,Business Owner,,2164093.3,248000.5,5,Rejected,,,Y,N,,Ahmedabad SG Highway,,169,0,0,0,Business Loan,3131410.7,24,2267817.94,62628.21,90,1,4586.42,746,,Medium,,,,3399.88,1036.21,93,59806.93,18-09-2023,Debit,Net Banking,441982.85,INR
CUST100170,ACC900170,Current,26-01-2021,Inactive,,74,Delhi,932776,SME,Retired,,1647233.26,1532143.43,3,Rejected,,,N,Y,N,Delhi North,,676,,0,1,Personal Loan,525537.98,36,67749.85,10510.76,180,1,1598.96,499,,High,,,,10840.42,161.73,3,16527.43,28-12-2022,EMI,Mobile App,150585.4,INR
CUST100171,ACC900171,Savings,04-10-2020,,F,73,Tamil Nadu,607236,,Business Owner,,3306132.75,1592441.68,4,,,Y,N,,N,Pune FC Road,,240,0,1,0,Personal Loan,3197330.14,48,-106111.96,63946.6,0,0,0,339,EQUIFAX,Very High,7.31,,,13354.35,887.63,80,51891.43,08-01-2020,Debit,UPI,437104.21,INR
CUST100172,ACC900172,Current,02-01-2021,Inactive,M,72,Maharashtra,416110,Retail,,,461793.94,631888.48,4,Verified,,Y,,N,N,Jaipur Vaishali,,704,0,0,0,Education Loan,58960724.75,48,22488738.7,1179214.5,90,1,2015.03,470,CIBIL,,,,,12862.62,573.06,78,10984.69,28-03-2018,Credit,RTGS,384490.53,INR
CUST100173,ACC900173,Savings,20-01-2021,Closed,F,68,West Bengal,599967,SME,Retired,,3418727.96,517336.96,4,,N,Y,,Y,N,Bangalore MG Road,,645,,0,1,,,,,,90,1,2453.55,,CIBIL,High,5.3,,,7326.15,,101,15408.93,18-08-2021,Interest,RTGS,370239.58,INR
CUST100174,ACC900174,Savings,16-04-2024,,F,49,Karnataka,408515,Retail,Retired,,604098.85,1074333.82,1,Verified,,,N,N,Y,Delhi North,,380,,0,0,Home Loan,3776107.17,84,177923067.2,75522.14,,,0,305,EXPERIAN,Very High,5.1,,,1980.64,227.22,101,44402.84,11-08-2021,Penalty,IMPS,247339.45,INR
CUST100175,ACC900175,Checking,03-04-2021,Inactive,M,69,West Bengal,375710,Retail,Self-Employed,,2673449.78,1913654.9,4,,Y,,Y,Y,,Ahmedabad SG Highway,,601,0,0,0,,,,,,0,0,0,785,EQUIFAX,High,,,310951.56,12433.38,605.59,19,5445.99,08-02-2020,Penalty,Branch,45109.11,INR
CUST100176,ACC900176,Current,15-06-2024,Frozen,M,69,Telangana,883945,Corporate,,,,483979.13,8,Pending,Y,,,Y,N,Kolkata West,RM13,199,0,,1,Business Loan,804171.29,84,128738.79,16083.43,120,1,4447.94,783,EQUIFAX,Medium,,,,10059.87,1741.58,15,44385.62,28-04-2023,Transfer,NEFT,401653.04,INR
CUST100177,ACC900177,Recurring Deposit,25-06-2021,,Other,41,Karnataka,564937,Corporate,Salaried,Employer_140,,554160.49,1,Expired,Y,Y,,Y,,Mumbai Central,RM18,517,1,0,0,Education Loan,260787.52,12,250116.43,5215.75,120,1,4929.51,765,EXPERIAN,Medium,,,,12344.59,1430.94,111,,20-09-2019,Debit,Mobile App,39924.5,GBP
CUST100178,ACC900178,Checking,14-01-2018,Inactive,Other,40,Delhi,320958,SME,Business Owner,,1861640.05,1089133.45,6,Expired,,,,,N,Chennai East,,32,0,1,0,Home Loan,935980.75,12,683715.41,18719.62,60,0,1037.19,552,EXPERIAN,High,,,180030.39,9062.08,1675.78,94,24445.05,16-02-2021,Interest,Mobile App,152918.23,USD
CUST100179,ACC900179,Recurring Deposit,03-02-2020,Inactive,,55,,415183,Corporate,Self-Employed,,1991854.74,69065.42,8,Rejected,,N,,Y,Y,Pune FC Road,RM37,341,1,1,0,,,,,,0,0,0,786,EQUIFAX,High,,,,4745.17,1527.41,12,72826.99,02-02-2020,EMI,ATM,407703.52,GBP
CUST100180,ACC900180,Savings,20-06-2021,Inactive,F,47,West Bengal,297101,SME,,,,289537.99,2,Expired,,,N,Y,,Hyderabad Banjara Hills,,95,0,0,0,Home Loan,957623.57,48,227324.78,19152.47,0,0,0,652,,,4.94,,,10822.57,1201.12,50,75464.37,21-09-2020,EMI,Net Banking,61980.52,INR
CUST100181,ACC900181,Fixed Deposit,07-01-2020,Closed,,37,Telangana,728441,SME,Self-Employed,,3352730.14,1890615.34,2,Verified,N,Y,Y,N,N,Hyderabad Banjara Hills,,691,1,,0,Business Loan,4005017.49,24,2714070.82,80100.35,0,0,0,888,,,,5.03,,13883.64,1068.12,,1347960.32,20-04-2019,Interest,IMPS,183399.72,INR
CUST100182,ACC900182,Savings,02-02-2024,Closed,Other,40,,355592,,Self-Employed,,268037.49,1136535.24,2,Verified,,N,N,,,Hyderabad Banjara Hills,,220,0,0,,,,,,,90,1,4385.24,386,EXPERIAN,Low,7.14,,,10726.09,1929.78,81,36234.52,03-12-2024,Penalty,Branch,391415.07,EUR
CUST100183,ACC900183,Current,31-01-2020,Active,Other,20,Tamil Nadu,692332,HNI,Student,,4461206.35,,1,Pending,N,,N,Y,Y,Ahmedabad SG Highway,RM27,290,0,1,,Education Loan,3290796.87,84,613376.65,65815.94,0,0,0,,,Very High,,,,9360.54,409.67,81,43658.62,05-11-2021,Transfer,NEFT,172589.27,INR
CUST100184,ACC900184,Checking,18-03-2022,,M,56,Rajasthan,488283,SME,Self-Employed,,679305.4,1102785.95,,Pending,Y,N,,Y,Y,Ahmedabad SG Highway,,669,0,,0,,,,,,90,1,1121.34,660,,High,,,390875.84,1552.2,797.14,35,62698.97,25-07-2021,Debit,RTGS,427992.34,INR
CUST100185,ACC900185,Recurring Deposit,26-09-2023,Closed,F,28,Delhi,484265,,Salaried,Employer_184,1895267.44,1841086.17,8,,N,Y,Y,Y,N,Bangalore MG Road,,248,1,,1,Auto Loan,18701427.88,,6047804.15,374028.56,0,0,0,812,EQUIFAX,,,,,830763.45,1580.4,116,18890.97,13-05-2018,Interest,RTGS,476381.91,GBP
CUST100186,ACC900186,Checking,19-12-2020,Frozen,M,62,Tamil Nadu,605468,HNI,,,2449042.48,1542728.22,5,Expired,,N,N,N,,Pune FC Road,RM31,,0,1,0,Auto Loan,3974435.31,12,2906573.9,79488.71,0,0,0,877,EQUIFAX,Low,,,302826.85,11101.79,1217.65,91,46467.13,22-04-2021,Penalty,Mobile App,406944.92,INR
CUST100187,ACC900187,Current,09-07-2020,Closed,Other,27,Delhi,919370,SME,Self-Employed,,2995204.81,397022.6,5,Pending,Y,,,N,N,Chennai East,,74,0,0,0,,,,,,0,0,0,836,EXPERIAN,Medium,,,,1509.57,127.63,4,50224.1,16-01-2021,Credit,Net Banking,217668.91,INR
CUST100188,ACC900188,Fixed Deposit,22-04-2019,Inactive,,30,Tamil Nadu,301225,SME,Student,,2790649.75,1180003.06,2,Expired,Y,,N,,Y,Mumbai Central,,624,0,,0,Home Loan,3665452.41,,3425894.3,73309.05,30,0,533.08,480,,Very High,,7.69,,1485.28,1331.82,82,20945.05,17-04-2024,Penalty,UPI,229886.7,GBP
CUST100189,ACC900189,Current,17-10-2023,Closed,,68,Maharashtra,770699,,Business Owner,,4108890.59,925684.44,4,Rejected,Y,N,,,N,Pune FC Road,,448,1,,1,Personal Loan,1617403.01,84,771691.68,32348.06,90,1,2242.7,,CIBIL,,,,,12530.08,665.37,45,74255.62,08-04-2020,Penalty,Branch,353830.48,EUR
CUST100190,ACC900190,Savings,17-04-2023,,F,22,Delhi,685410,SME,,,5048589.6,1760914.6,8,Verified,N,,N,,Y,Chennai East,,525,0,,,Business Loan,489157.64,60,285687.1,9783.15,0,0,0,369,EQUIFAX,Very High,6.66,,,985.64,1183.45,57,14835.99,26-09-2021,Penalty,Branch,490755.09,INR
CUST100191,ACC900191,Recurring Deposit,03-04-2023,Frozen,M,30,West Bengal,311499,Corporate,,,3790975.14,924423.96,4,,,N,Y,N,N,Kolkata West,RM11,238,0,0,,,,,,,60,0,526.91,889,,,,,,13512.39,370.46,88,69706.37,29-12-2024,Credit,RTGS,4215.43,INR
CUST100192,ACC900192,Current,22-04-2018,Frozen,F,46,Maharashtra,263324,Retail,Retired,,4177094.37,1470218.62,5,Rejected,Y,Y,Y,Y,,Pune FC Road,,62,0,1,1,Education Loan,2280987.18,24,424990.51,45619.74,180,1,2036.37,514,,High,,,,6437.9,2028.12,45,31963.42,08-09-2023,EMI,NEFT,127166.97,INR
CUST100193,ACC900193,Current,03-03-2022,Inactive,M,28,Delhi,885088,HNI,Salaried,Employer_90,1058109.19,1436811.99,2,Verified,Y,N,,,N,Chennai East,RM9,146,1,1,0,Home Loan,,48,,,30,0,,682,EQUIFAX,Low,,,,14410.65,1860.4,,25418.47,15-08-2019,Credit,RTGS,275786.81,USD
CUST100194,ACC900194,Savings,24-01-2019,Active,F,74,Karnataka,483172,HNI,Retired,,1415768.45,600284.98,8,Rejected,,Y,,N,,,RM42,129,1,,,Business Loan,2724225.15,36,995200.51,54484.5,0,0,0,694,EXPERIAN,Very High,6.22,,,9705.89,1961.67,1,49510.56,14-06-2022,Credit,NEFT,281620.4,INR
CUST100195,ACC900195,Checking,17-02-2023,Frozen,M,63,Tamil Nadu,946188,SME,Student,,785020.89,1158430.64,7,,Y,N,Y,Y,N,Chennai East,,661,0,0,0,Business Loan,990717.17,48,224431.8,19814.34,0,0,0,662,CIBIL,Medium,,,199405.98,7360.06,-230,46,53705.43,13-10-2019,Penalty,Net Banking,83880.96,INR
CUST100196,ACC900196,Fixed Deposit,19-08-2024,Frozen,F,40,Telangana,991253,Retail,Self-Employed,,1225097.93,810082.05,1,Rejected,Y,,Y,Y,,,,653,1,1,,,,,,,0,0,0,445,EQUIFAX,High,,8.35,,3877.3,349.23,,42879.55,17-09-2024,Debit,IMPS,317856.02,INR
CUST100197,ACC900197,Current,03-02-2021,Closed,Other,39,West Bengal,921779,Retail,Student,,3346175.15,26307.68,7,,N,N,,N,N,Ahmedabad SG Highway,,650,0,,1,Business Loan,2541540.91,24,2405712.9,50830.82,,,0,684,CIBIL,Very High,,,,3362.31,652.14,75,47353.02,17-01-2022,EMI,RTGS,19860881.43,GBP
CUST100198,ACC900198,Checking,07-05-2020,Active,M,53,Delhi,335745,,,,3855565.61,330365.32,3,,N,Y,,N,,Bangalore MG Road,,158,0,0,0,Auto Loan,3205466.68,48,1231986.44,64109.33,0,0,0,620,EXPERIAN,High,,,-42996.11,10878.49,1677.17,25,67390.23,29-11-2022,Debit,NEFT,461022.58,INR
CUST100199,ACC900199,Savings,19-07-2023,Frozen,F,32,Rajasthan,977252,Retail,Business Owner,,4535168.97,304708.68,4,,,,,,Y,Hyderabad Banjara Hills,,509,0,1,1,,,,,,,,0,749,EXPERIAN,Medium,2.98,,,14057.36,1105.66,108,52662.83,07-12-2020,Transfer,NEFT,224892.99,USD
CUST100200,ACC900200,Savings,03-12-2019,Frozen,M,53,Telangana,551266,SME,Salaried,Employer_136,4590753.56,133843.37,4,,Y,N,Y,Y,N,Delhi North,,266,1,,1,Auto Loan,2935654.1,,1318438.7,58713.08,90,1,3611.5,762,EQUIFAX,Medium,6.68,,,551.7,657.18,72,11922.12,12-07-2021,Interest,ATM,26812.6,INR
CUST100201,ACC900201,Checking,17-07-2020,Frozen,Other,58,Telangana,248249,SME,Self-Employed,,1821788.98,43281.61,2,,N,Y,,,Y,Chennai East,,413,0,,0,Home Loan,3258537.08,12,322762.24,65170.74,,,0,371,EXPERIAN,Low,,,476734.87,8536.63,390.69,63,41180.65,26-09-2019,Interest,NEFT,91609.92,INR
CUST100202,ACC900202,Current,29-08-2018,Closed,,60,West Bengal,294726,,,,4332315.09,1860655.99,6,,,N,,,Y,Bangalore MG Road,,208,,0,,Business Loan,1941365.4,84,409045.2,38827.31,90,1,4225.42,686,,,,,,251551.82,359.63,,25569.35,01-08-2023,Penalty,UPI,333461.87,INR
CUST100203,ACC900203,Checking,28-05-2024,Closed,F,20,Tamil Nadu,368958,Retail,,,1222838.36,10288.06,7,Rejected,N,Y,Y,,N,Bangalore MG Road,,291,0,0,0,,,,,,60,0,616.76,699,EQUIFAX,Very High,,,434698.96,,88225.87,51,12797.08,23-11-2020,Penalty,RTGS,288913.19,USD
CUST100204,ACC900204,Savings,05-05-2019,,,74,Delhi,660226,SME,Retired,,4759040.13,253875.94,2,Verified,Y,,N,Y,Y,Kolkata West,,329,,0,0,Home Loan,22353045.82,24,16291773.8,447060.92,,,0,446,CIBIL,Medium,3.42,,,2977.34,-345.59,64,58722.96,28-02-2018,Transfer,Mobile App,415813.43,GBP
CUST100205,ACC900205,Savings,11-08-2019,Inactive,M,18,Rajasthan,441847,Retail,Business Owner,,7295029,1163860.17,3,Pending,N,,N,N,N,Bangalore MG Road,,210,1,,0,Home Loan,-1021112.21,,-895642.82,-20422.24,,,0,543,EQUIFAX,Very High,4.8,,,10397.39,792.63,81,38258.56,15-01-2022,Debit,Branch,150147.83,GBP
CUST100206,ACC900206,Checking,22-02-2020,Closed,M,73,Rajasthan,837781,HNI,Self-Employed,,4639017.57,793314.39,1,Rejected,Y,N,,N,,Hyderabad Banjara Hills,RM19,575,0,1,0,Personal Loan,2366313.95,120,340733.52,47326.28,0,0,0,829,EXPERIAN,Very High,,,376173.87,902209.52,607.98,3,30297.74,26-04-2024,Penalty,Mobile App,194924.09,GBP
CUST100207,ACC900207,Checking,31-10-2019,Inactive,,57,Rajasthan,274988,SME,,,940042.13,2045997.1,4,Expired,Y,,N,,Y,,,269,0,1,,Home Loan,3317771.1,12,705564.69,66355.42,0,0,0,900,,Medium,,,157643.07,5382.38,1304.88,23,74735.26,10-05-2024,Transfer,NEFT,472615.96,USD
CUST100208,ACC900208,Fixed Deposit,14-10-2021,Active,M,66,Delhi,245453,Retail,Salaried,Employer_33,3200977.23,1658799.21,6,Verified,,N,,Y,,Jaipur Vaishali,,93,0,,0,Business Loan,150969.99,120,63446.14,3019.4,90,1,4082.33,824,,Medium,,5.62,,12479.66,,16,57521.22,28-12-2020,EMI,Net Banking,467032.38,EUR
CUST100209,ACC900209,Fixed Deposit,12-08-2020,Closed,F,23,Telangana,734919,Corporate,Retired,,1720221.03,399166.45,1,Pending,Y,,,Y,N,Bangalore MG Road,RM37,326,1,,0,Personal Loan,2394375.01,12,1092122.37,47887.5,0,0,0,855,CIBIL,High,,6.13,,-744.77,-726.24,9,15870.63,28-10-2019,Penalty,RTGS,414369.66,INR
CUST100210,ACC900210,Current,22-05-2023,Closed,Other,66,Maharashtra,211161,SME,Salaried,Employer_5,1638576.74,40763972.93,6,Pending,N,N,Y,N,,Chennai East,,622,1,,0,Education Loan,4536399.29,120,2230626.51,90727.99,0,0,0,694,CIBIL,Very High,,,,414.73,1858.38,100,29566,06-02-2022,EMI,ATM,382760.04,INR
CUST100211,ACC900211,Checking,21-08-2020,,M,69,Telangana,614788,,Business Owner,,,624402.34,6,Rejected,N,,Y,N,Y,Hyderabad Banjara Hills,,272,,0,0,,,,,,,,0,424,EQUIFAX,High,,,464634.89,8806.43,1188.2,47,28394.34,06-01-2023,EMI,NEFT,125448.63,INR
CUST100212,ACC900212,Fixed Deposit,15-05-2022,Closed,F,35,Maharashtra,442399,Retail,Business Owner,,1928355.59,,7,Pending,N,Y,,Y,N,Kolkata West,,384,0,,1,Auto Loan,3986685.59,60,3572859.39,79733.71,180,1,1563.52,492,EQUIFAX,Low,,6.47,,11597.21,759.77,94,40918.64,21-03-2022,Penalty,RTGS,,EUR
CUST100213,ACC900213,Fixed Deposit,19-08-2021,,,57,,506349,HNI,,,3366440.07,81008.61,4,Rejected,Y,Y,Y,Y,Y,Pune FC Road,RM2,504,0,0,0,,,,,,0,0,0,369,EXPERIAN,,,5.64,,11152.64,107.65,20,7422.76,29-11-2018,Transfer,RTGS,377143.97,INR
CUST100214,ACC900214,Fixed Deposit,02-03-2024,Inactive,M,55,West Bengal,984539,,Student,,1128111.53,1385283.98,2,Rejected,N,N,Y,,,Mumbai Central,,317,0,1,0,,,,,,0,0,0,455,EQUIFAX,Very High,,6.55,,1640.51,1488.92,47,13096.54,02-10-2021,Transfer,Branch,455729.66,GBP
CUST100215,ACC900215,Checking,12-01-2020,Frozen,Other,64,Delhi,260741,Corporate,Self-Employed,,3610374.51,1504851.15,4,Expired,N,Y,,,N,Delhi North,RM5,30,,1,1,Business Loan,1514707.06,48,238909.22,30294.14,0,0,0,311,CIBIL,Very High,,,468882.49,551.18,27.93,48,8075.19,30-09-2022,Credit,NEFT,137224.68,INR
CUST100216,ACC900216,Fixed Deposit,07-11-2022,Closed,,18,Rajasthan,813385,HNI,Retired,,3470752.79,1377733.27,8,Expired,Y,N,N,,N,Hyderabad Banjara Hills,RM3,640,0,1,0,Auto Loan,177198.98,48,127627.47,3543.98,0,0,0,745,EXPERIAN,,,8.07,,2389.29,1413.77,95,22758,20-04-2023,Transfer,Mobile App,331015.21,USD
CUST100217,ACC900217,Recurring Deposit,31-10-2021,Active,M,65,Delhi,300284,,Self-Employed,,4486656.33,1568234.49,2,Rejected,Y,N,N,Y,,Jaipur Vaishali,,,0,1,0,,,,,,90,1,3812.35,813,CIBIL,High,,,,9965.41,1701.05,32,60933.12,27-06-2023,Transfer,Net Banking,367727.24,GBP
CUST100218,ACC900218,Checking,31-01-2020,Closed,F,34,,626461,Corporate,Retired,,4696002.51,790191.49,4,Verified,,Y,,,Y,Ahmedabad SG Highway,RM30,397,1,0,0,Education Loan,1928562.44,,1256263.72,38571.25,0,0,0,659,EQUIFAX,,,,226775.63,467750.2,1510.27,110,59816.88,01-08-2024,Penalty,NEFT,,INR
CUST100219,ACC900219,Current,26-07-2024,,M,49,Tamil Nadu,295864,Corporate,Retired,,4376162.67,558253.07,6,Rejected,,Y,Y,Y,Y,Mumbai Central,RM29,269,0,,0,Personal Loan,-1418722.32,48,-153300.18,-28374.45,0,0,0,344,EXPERIAN,Very High,,,,256924.91,-189.41,110,18823.35,21-04-2019,Debit,Net Banking,72801.54,INR
CUST100220,ACC900220,Savings,30-01-2020,Frozen,M,53,Gujarat,,HNI,,,1251775.36,,2,Pending,N,Y,N,Y,N,Delhi North,RM26,230,0,1,,Home Loan,,60,,,,,0,610,EQUIFAX,,5.07,,,14437.05,1485.99,110,63975.89,15-05-2023,Credit,Branch,87387.91,INR
CUST100221,ACC900221,Fixed Deposit,23-11-2024,,M,59,Karnataka,819301,Retail,,,1342876.67,149328.3,5,,,,Y,,Y,Jaipur Vaishali,,209,0,,0,Business Loan,453313.71,12,187047.76,9066.27,60,0,976.12,848,EQUIFAX,High,,7.38,,3433.4,501.45,60,31594.68,13-04-2024,EMI,Mobile App,176616.43,INR
CUST100222,ACC900222,Recurring Deposit,01-11-2023,Closed,F,64,Telangana,854525,SME,Salaried,Employer_122,3352494.58,1685357.3,3,,,,Y,Y,Y,Ahmedabad SG Highway,,236,1,0,0,Education Loan,1947616.56,,1095920.86,38952.33,30,0,2567.97,685,CIBIL,Very High,,,,2026.91,-11.73,103,77882.94,18-07-2024,Interest,UPI,271028.6,GBP
CUST100223,ACC900223,Recurring Deposit,08-10-2024,,M,53,Telangana,623273,Corporate,Salaried,Employer_62,4255234.61,653152.45,7,Verified,Y,,N,N,,Bangalore MG Road,RM29,147,,1,,,,,,,90,1,1899.34,317,CIBIL,Very High,,,,3142.4,1458.93,78,63157.39,23-07-2022,Debit,Branch,222305.14,USD
CUST100224,ACC900224,Recurring Deposit,27-03-2022,,F,31,Delhi,196753,Retail,Self-Employed,,1651929.11,587554.75,4,,Y,N,N,Y,,,,180,1,0,0,Education Loan,4835664.2,24,2316407.4,96713.28,60,0,1230.01,320,,Very High,,,,10758.65,1108.44,116,7139.77,10-02-2022,EMI,UPI,79809.84,INR
CUST100225,ACC900225,Recurring Deposit,11-04-2023,Inactive,,33,Gujarat,648898,Retail,,,4159820.93,139521.24,1,Pending,,N,,,N,Ahmedabad SG Highway,,511,,,0,Personal Loan,2707460.36,84,2018720.8,54149.21,0,0,0,633,EQUIFAX,Medium,,,,14430.8,1084.68,2,31527.86,26-06-2019,Interest,Branch,407948.93,USD
CUST100226,ACC900226,Savings,27-04-2020,Active,M,41,Delhi,845647,Retail,Business Owner,,728231.39,,7,Expired,Y,N,,Y,Y,Delhi North,,,0,1,0,Education Loan,,120,,,0,0,0,443,,High,2.89,,,4502.99,83.86,2,71583.74,21-03-2023,Debit,NEFT,221307.87,USD
