Customer_id,Account_id,Account_type,Account_open_date,Account_status,Gender,Age,State,Customer_segment,Employment_status,Annual_income_INR,Account_balance_INR,Kyc_status,Nominee_added,Mobile_banking_enabled,Net_banking_enabled,Credit_card_linked,Demat_account,Last_login_days_ago,Is_dormant,Churn_flag,Fraud_flag,Loan_type,Loan_amount_INR,Loan_tenure_months,Outstanding_principal_INR,Emi_amount_INR,Days_past_due,Is_npa,Penalty_amount_INR,Credit_score,Risk_rating,Monthly_interest_income_INR,Monthly_service_charges_INR,Num_transactions_last_month,Avg_transaction_value_INR,Last_transaction_date,Last_transaction_type,Last_transaction_channel,Last_transaction_amount_INR,Transaction_currency
CUST100055,ACC900055,Recurring Deposit,08/08/2024,Frozen,Other,70,Delhi,SME,Retired,1654182.91,1239224.69,Verified,N,Y,N,Y,N,204,0,0,0,Personal Loan,1721945.33,48,426429.24,34438.91,0,0,0,434,Very High,10753.94,17.87,21,28091.35,13/11/2020,Interest,ATM,504978.19,INR
CUST100209,ACC900209,Fixed Deposit,12/08/2020,Closed,Female,23,Telangana,Corporate,Retired,1720221.03,399166.45,Pending,Y,N,N,Y,N,326,1,0,0,Personal Loan,2394375.01,12,1092122.37,47887.5,0,0,0,855,High,-744.77,-726.24,9,15870.63,28/10/2019,Penalty,RTGS,414369.66,INR
CUST100121,ACC900121,Checking,30/06/2021,Active,Male,59,Tamil Nadu,Retail,Retired,1726208.59,290606.14,Verified,Y,N,Y,Y,Y,203,0,0,0,Auto Loan,4929359.8,36,757665.87,98587.2,0,0,0,500,Very High,7491.65,1598.45,43,56073.3,22/09/2024,Interest,NEFT,277419.58,EUR
CUST100012,ACC900012,Fixed Deposit,27/09/2021,Frozen,Other,72,Rajasthan,HNI,Retired,1732175.54,1899884.82,Pending,N,N,Y,N,Y,519,1,0,0,Education Loan,467233.76,120,370755.33,9344.68,180,1,1446.98,355,High,13201.89,1351.47,63,61146.73,25/03/2021,Penalty,IMPS,253050.11,INR
CUST100122,ACC900122,Current,15/12/2019,Closed,Female,64,Rajasthan,SME,Self-Employed,1759481.71,45258.54,Verified,Y,N,N,Y,N,494,0,0,0,Home Loan,4230169.58,24,1632541.43,84603.39,60,0,1043.12,475,High,926.88,1768.71,112,62857.79,13/03/2022,Interest,NEFT,223871.64,INR
CUST100133,ACC900133,Checking,27/11/2020,Frozen,Male,25,Tamil Nadu,Corporate,Business Owner,1763192.59,1813848.15,Verified,Y,N,N,N,N,356,0,0,1,Auto Loan,4534808.76,12,2697404.93,90696.18,90,1,4235.73,673,Very High,12701.54,740.85,1,24894.62,15/06/2020,Penalty,IMPS,219874.43,INR
CUST100313,ACC900313,Fixed Deposit,07/09/2020,Inactive,Male,29,Karnataka,HNI,Retired,1777364.17,591095.11,Expired,N,Y,N,Y,N,324,1,0,0,Home Loan,3453460.16,0,1835404.95,69069.2,180,1,2394.22,687,High,710.78,358.97,31,14772.04,16/11/2020,Penalty,Net Banking,-156179.78,INR
CUST100010,ACC900010,Current,09/06/2021,Inactive,Other,64,Maharashtra,Retail,Retired,1777632.71,1413420.97,Expired,N,N,N,N,N,270,0,0,0,Auto Loan,3645655.44,60,3333641.97,72913.11,60,0,2105.51,314,Low,2466.76,171.35,6,57911.91,04/07/2023,Credit,Net Banking,285365.71,USD
CUST100353,ACC900353,Fixed Deposit,15/05/2021,Inactive,Female,31,Tamil Nadu,HNI,Self-Employed,1780586.81,394203.03,Rejected,N,Y,N,N,Y,413,1,0,0,Auto Loan,3121834.21,12,1340795.54,62436.68,0,0,0,789,Medium,2766.75,475.09,31,62468.02,15/04/2018,EMI,NEFT,253050.11,USD
CUST100029,ACC900029,Fixed Deposit,14/11/2021,Inactive,Female,36,Karnataka,SME,Retired,1804427.13,962116.37,Verified,N,N,N,Y,N,479,0,0,0,Business Loan,3536489.18,48,1085841.8,70729.78,0,0,0,606.9468085,Medium,11997.01,1619.94,12,639.8,25/07/2022,EMI,IMPS,318383.28,EUR
CUST100420,ACC900420,Recurring Deposit,25/11/2024,Inactive,Male,19,Tamil Nadu,Retail,Self-Employed,1807777.9,1764755.15,Rejected,N,N,N,Y,N,168,1,1,0,No Loan,0,0,0,0,0,0,0,873,Very High,9409.77,1142.03,75,21400.67,21/01/2022,Transfer,Branch,222256.06,INR
CUST100471,ACC900471,Fixed Deposit,01/09/2022,Inactive,Male,74,Gujarat,HNI,Business Owner,1819951.28,797599.8,Verified,Y,N,Y,Y,Y,492,0,0,0,No Loan,0,0,0,0,0,0,0,329,Very High,620.06,1295.16,9,73501.62,08/11/2022,Transfer,ATM,412523.68,INR
CUST100201,ACC900201,Checking,17/07/2020,Frozen,Other,58,Telangana,SME,Self-Employed,1821788.98,43281.61,Verified,N,Y,N,Y,Y,413,0,0,0,Home Loan,3258537.08,12,322762.24,65170.74,36.06451613,0,0,371,Low,8536.63,390.69,63,41180.65,26/09/2019,Interest,NEFT,91609.92,INR
CUST100227,ACC900227,Recurring Deposit,01/03/2022,Active,Male,39,Rajasthan,Corporate,Salaried,1827727.29,1664010.29,Pending,N,N,N,Y,Y,350,0,0,0,No Loan,0,0,0,0,0,1,0,826,Low,8862.22,295.87,19,27160.54,30/12/2020,Debit,Mobile App,385532,EUR
CUST100178,ACC900178,Checking,14/01/2018,Inactive,Other,40,Delhi,SME,Business Owner,1861640.05,1089133.45,Expired,Y,N,N,Y,N,32,0,1,0,Home Loan,935980.75,12,683715.41,18719.62,60,0,1037.19,552,High,9062.08,1675.78,94,24445.05,16/02/2021,Interest,Mobile App,152918.23,USD
CUST100451,ACC900451,Recurring Deposit,19/05/2022,Active,Male,45,Maharashtra,Retail,Retired,1863321.98,1738946.59,Pending,Y,Y,N,Y,Y,599,0,0,0,Personal Loan,629200.2,84,76686.63,12584,36.06451613,0,0,679,Very High,5678.94,1312.6,26,1466.39,04/09/2021,EMI,NEFT,2576.13,USD
CUST100138,ACC900138,Savings,28/09/2022,Frozen,Male,41,West Bengal,Retail,Retired,1868968.43,1665905.53,Pending,Y,N,N,Y,Y,32,0,0,1,Education Loan,1538824.35,120,457308.78,30776.49,180,1,2118.71,336,Very High,5947.92,350.11,0,25111.13,02/02/2020,Transfer,RTGS,4393.94,INR
CUST100358,ACC900358,Recurring Deposit,27/08/2022,Inactive,Male,36,West Bengal,Retail,Retired,1874743.03,676015.74,Verified,Y,N,N,Y,Y,653,0,0,1,No Loan,0,0,0,0,0,0,0,824,Medium,12673.9,991.9,60.27004219,16343,11/10/2022,Interest,ATM,400220,INR
CUST100294,ACC900294,Current,16/09/2021,Inactive,Male,47,Delhi,SME,Salaried,1875880.48,79349.87,Pending,N,N,N,Y,N,722,0,0,1,Business Loan,2154096.71,24,422905.72,43081.93,0,0,0,689,High,5378.73,508.61,88,46040.73,03/12/2021,Debit,Net Banking,269169.6,GBP
CUST100095,ACC900095,Current,03/09/2022,Active,Female,26,Rajasthan,HNI,Self-Employed,1877877.66,-261776.32,Expired,Y,N,Y,Y,N,559,1,0,0,Personal Loan,4114337.88,84,2701004.5,82286.76,180,1,3210.61,755,Medium,14819.1,754.66,114,13882.71,26/03/2021,Debit,ATM,170732.27,USD
CUST100185,ACC900185,Recurring Deposit,26/09/2023,Closed,Female,28,Delhi,SME,Salaried,1895267.44,1841086.17,Verified,N,Y,Y,Y,N,248,1,0,1,Auto Loan,18701427.88,0,6047804.15,374028.56,0,0,0,812,Very High,830763.45,1580.4,116,18890.97,13/05/2018,Interest,RTGS,476381.91,GBP
CUST100212,ACC900212,Fixed Deposit,15/05/2022,Closed,Female,35,Maharashtra,Retail,Business Owner,1928355.59,982293.575,Pending,N,Y,N,Y,N,384,0,0,1,Auto Loan,3986685.59,60,3572859.39,79733.71,180,1,1563.52,492,Low,11597.21,759.77,94,40918.64,21/03/2022,Penalty,RTGS,253050.11,EUR
CUST100069,ACC900069,Current,24/01/2020,Inactive,Male,44,Maharashtra,Corporate,Business Owner,1930118.91,1164295.52,Rejected,N,N,N,N,N,551,0,1,0,No Loan,0,0,0,0,0,0,0,541,Very High,1529.92,488.05,102,40787.46,23/09/2022,Debit,IMPS,498627.9,INR
CUST100179,ACC900179,Recurring Deposit,03/02/2020,Inactive,Male,55,Rajasthan,Corporate,Self-Employed,1991854.74,69065.42,Rejected,Y,N,N,Y,Y,341,1,1,0,No Loan,0,0,0,0,0,0,0,786,High,4745.17,1527.41,12,72826.99,02/02/2020,EMI,ATM,407703.52,GBP
CUST100299,ACC900299,Checking,21/07/2021,Frozen,Male,55,Telangana,Corporate,Self-Employed,1992578.14,522027.57,Verified,Y,N,Y,Y,Y,695,0,0,0,Personal Loan,2441136.16,24,1813899.29,48822.72,0,0,0,768,Low,11112.28,281.02,88,61717.74,30/10/2018,Credit,IMPS,439843.69,INR
CUST100292,ACC900292,Fixed Deposit,27/07/2020,Active,Male,48,Rajasthan,HNI,Salaried,1995533.71,928871.91,Pending,Y,N,N,Y,N,502,0,0,0,Home Loan,4070424.96,84,689835.91,81408.5,0,0,0,650,Very High,10039.97,187.53,72,48422.12,17/08/2024,EMI,NEFT,264983.81,GBP
CUST100405,ACC900405,Recurring Deposit,13/08/2024,Frozen,Female,55,Tamil Nadu,Corporate,Business Owner,2000295.06,96559.95,Verified,Y,N,N,Y,Y,71,0,0,0,Home Loan,2521399.41,48,1881364.87,50427.99,0,0,0,499,High,5434.84,1807.52,30,37079.02,27/06/2024,Credit,ATM,148413.94,GBP
CUST100089,ACC900089,Current,26/10/2019,Active,Male,21,Delhi,SME,Retired,2003372.11,1555692.64,Expired,N,N,N,N,Y,296,1,1,0,Personal Loan,3068555.13,36,1736538.84,61371.1,0,0,0,565,Low,6782.6,1492.74,73,40787.46,01/08/2023,Penalty,Mobile App,325474.34,EUR
CUST100286,ACC900286,Current,15/05/2021,Inactive,Female,47,Telangana,SME,Retired,2027041.45,1550942.13,Verified,Y,N,N,N,Y,207,0,0,0,Auto Loan,91118.51,0,23536.89,1822.37,90,1,3311.43,420,Very High,2254.63,1657.86,32,65549.17,08/11/2021,Transfer,NEFT,337280.36,INR
CUST100324,ACC900324,Recurring Deposit,16/09/2022,Active,Male,47,Rajasthan,SME,Student,2030089.42,1777047.46,Verified,Y,N,N,Y,N,107,0,0,0,Personal Loan,494525.53,48,335247.33,9890.51,0,0,0,330,Very High,1495.85,418.66,78,534.29,16/02/2019,Credit,RTGS,472126.89,INR
CUST100252,ACC900252,Savings,04/10/2021,Inactive,Male,24,Gujarat,Corporate,Student,2040728.58,1247116.97,Expired,Y,Y,N,N,N,389,1,1,0,Business Loan,771332.22,12,450716,15426.64,0,0,0,854,Very High,6803.99,1652.16,16,71173.64,30/07/2020,Penalty,RTGS,299371.83,EUR
CUST100433,ACC900433,Fixed Deposit,26/04/2019,Active,Male,48,Rajasthan,SME,Self-Employed,2041866.66,1326018.26,Verified,Y,N,N,Y,Y,244,1,0,0,Personal Loan,2493124.57,120,1698130.19,49862.49,30,0,3399.86,325,Medium,13453.77,837.75,33,42016.05,13/11/2022,Penalty,RTGS,307565.88,INR
CUST100242,ACC900242,Current,30/12/2018,Active,Other,35,Delhi,Retail,Student,2076630.68,290834.82,Expired,N,N,Y,Y,N,409,0,0,0,Auto Loan,59592120.03,36,43634166.17,1191842.4,0,0,0,354,Very High,9757.4,354.84,77,47131.65,24/11/2023,Debit,Mobile App,30885.27,INR
CUST100345,ACC900345,Recurring Deposit,17/07/2024,Frozen,Male,75,Maharashtra,SME,Business Owner,2078535.3,1830451.4,Pending,Y,Y,Y,N,N,631,0,0,0,No Loan,0,0,0,0,0,0,0,861,Medium,1529.37,363.45,70,69342.13,23/07/2023,Interest,IMPS,93106.59,EUR
CUST100243,ACC900243,Checking,07/11/2023,Inactive,Male,60,Rajasthan,HNI,Retired,2089647.63,828824.53,Pending,Y,Y,N,Y,N,713,0,0,0,No Loan,0,0,0,0,0,1,0,406,High,9869.62,1586.24,111,68971.41,16/05/2022,Transfer,Mobile App,463170.59,INR
CUST100126,ACC900126,Current,10/11/2018,Inactive,Male,67,Delhi,HNI,Business Owner,2093553.07,982293.575,Rejected,N,N,Y,Y,N,413,0,0,1,No Loan,0,0,0,0,0,1,0,708,Medium,4433.83,157.92,32,57753.19,17/03/2023,EMI,IMPS,33330.1,GBP
CUST100275,ACC900275,Savings,08/07/2018,Frozen,Male,75,Rajasthan,SME,Student,2106600.61,1268772.58,Verified,N,N,N,Y,N,413,0,0,0,Home Loan,3698804.32,48,0,73976.09,120,1,3506.68,402,Very High,8161.36,1274.26,60,40787.46,19/04/2024,EMI,Branch,211035.9,GBP
CUST100362,ACC900362,Checking,21/11/2023,Frozen,Male,19,West Bengal,SME,Salaried,2120905.32,1422042.48,Rejected,Y,N,N,N,Y,523,0,0,1,No Loan,0,0,0,0,0,0,0,606.9468085,Very High,2260.65,1186.08,103,12906.63,13/11/2023,Penalty,RTGS,402560.03,INR
CUST100453,ACC900453,Recurring Deposit,04/09/2020,Inactive,Male,38,Delhi,Corporate,Student,2125481.19,1720395.7,Verified,Y,N,N,N,N,436,0,0,0,No Loan,0,0,0,0,0,0,0,533,Medium,13283.79,618.24,115,70171.59,04/02/2023,Debit,Net Banking,189588.63,EUR
CUST100283,ACC900283,Current,18/11/2019,Inactive,Male,71,Maharashtra,Retail,Retired,2129387.77,17364.56,Rejected,N,N,N,Y,N,716,1,0,0,Auto Loan,-748187.58,0,-616817.18,-14963.75,120,1,3016.16,652,High,11279.6,711.77,70,15308.03,10/02/2019,Credit,Mobile App,181388.48,INR
CUST100157,ACC900157,Current,16/07/2020,Frozen,Male,43,Karnataka,SME,Business Owner,2140910.12,1338007.89,Verified,N,N,N,N,N,413,0,1,0,Personal Loan,1787838.93,12,328456.03,35756.78,120,1,2584.98,544,Very High,80106.14,1323.14,21,27940.46,28/04/2023,Transfer,RTGS,10912.09,USD
CUST100011,ACC900011,Checking,09/09/2020,Frozen,Female,28,Karnataka,Corporate,Retired,2142588.73,64334.47,Verified,Y,N,N,Y,N,481,0,0,0,No Loan,0,0,0,0,0,1,0,539,Very High,4702.24,1938.29,69,53575.85,20/10/2018,Debit,ATM,409185.8,EUR
CUST100262,ACC900262,Checking,19/09/2024,Inactive,Male,64,Maharashtra,SME,Salaried,2150619.63,446802.95,Verified,Y,N,Y,Y,Y,460,0,0,0,No Loan,0,0,0,0,0,0,0,567,Very High,3704.5,1539.61,90,31127.51,27/01/2022,EMI,RTGS,280888,GBP
CUST100169,ACC900169,Recurring Deposit,09/12/2023,Active,Male,40,Karnataka,SME,Business Owner,2164093.3,248000.5,Rejected,Y,N,Y,N,N,169,0,0,0,Business Loan,3131410.7,24,2267817.94,62628.21,90,1,4586.42,746,Medium,3399.88,1036.21,93,59806.93,18/09/2023,Debit,Net Banking,441982.85,INR
CUST100398,ACC900398,Fixed Deposit,09/05/2018,Closed,Male,29,West Bengal,SME,Student,2171224.65,743129.88,Verified,N,Y,N,Y,Y,92,0,0,1,Home Loan,3313518.14,120,2415059.49,66270.36,90,1,4279.1,403,Medium,6303.24,686.01,60.27004219,43347.55,16/12/2022,Debit,RTGS,6840.95,INR
CUST100287,ACC900287,Checking,14/11/2018,Frozen,Male,41,Telangana,SME,Retired,2182032.68,756757.36,Rejected,N,Y,N,Y,Y,457,0,0,0,No Loan,0,0,0,0,0,0,0,811,Very High,5233.04,1893.77,91,60200.67,06/10/2021,Transfer,Branch,486640.42,INR
CUST100399,ACC900399,Checking,23/08/2018,Inactive,Female,70,Delhi,HNI,Retired,2187365.81,296379.81,Verified,Y,N,Y,N,Y,100,0,0,0,Home Loan,1251726.93,84,601311.32,25034.54,0,0,0,639,Very High,1803.07,264.65,80,16238.17,11/04/2020,Debit,UPI,212001.37,INR
CUST100264,ACC900264,Savings,12/05/2018,Inactive,Male,43,Rajasthan,SME,Retired,2193359.63,1213621.51,Rejected,Y,Y,N,N,Y,330,1,0,0,Home Loan,2254925.84,60,290032.32,45098.52,0,0,0,865,Very High,9174.75,748.59,40,52502.7,07/12/2019,Transfer,ATM,314716.81,EUR
CUST100017,ACC900017,Fixed Deposit,08/05/2018,Closed,Male,72,Tamil Nadu,Retail,Salaried,2282102.87,871617.03,Verified,N,Y,N,Y,Y,376,0,1,0,Personal Loan,380119.12,84,157778.76,7602.38,180,1,3834.35,401,Very High,8687.77,248.5,113,32885.88,25/01/2019,EMI,NEFT,163421.57,INR
CUST100462,ACC900462,Checking,03/10/2020,Closed,Other,22,Telangana,Retail,Business Owner,2308969.02,1148751.43,Rejected,N,N,N,N,N,511,0,0,0,Auto Loan,3329704.28,36,435676.57,66594.09,0,0,0,616,Very High,9901,723.47,102,61801.37,06/03/2024,Penalty,Branch,288047.57,INR
CUST100448,ACC900448,Fixed Deposit,02/08/2024,Closed,Female,47,Rajasthan,SME,Business Owner,2330898.36,1093470.36,Expired,N,Y,Y,Y,N,406,0,0,0,Education Loan,2366340.52,0,-232166.21,47326.81,30,0,440.56,662,Very High,3595.36,795.4,16,36625.05,05/01/2021,EMI,ATM,253050.11,USD
CUST100458,ACC900458,Current,06/09/2023,Active,Female,29,Gujarat,HNI,Student,2335360.06,842879.65,Expired,Y,N,N,N,N,398,1,0,0,Auto Loan,0,48,0,0,0,0,0,667,Low,6766.75,2000.6,69,5770.66,22/06/2019,Interest,Mobile App,518501.1,EUR
CUST100293,ACC900293,Checking,24/11/2018,Frozen,Male,29,Rajasthan,Corporate,Salaried,2351046.87,928105.63,Expired,N,N,N,Y,N,436,0,0,0,Business Loan,2709142.61,84,793342,54182.85,36.06451613,0,0,616,Very High,6889.38,832.95,80,27639.35,26/06/2024,Debit,NEFT,112680.5,INR
CUST100137,ACC900137,Checking,26/07/2021,Active,Male,69,Maharashtra,Corporate,Salaried,2356904.42,988988.11,Verified,Y,N,N,Y,N,136,1,1,1,Education Loan,2979076.12,84,2112168.64,59581.52,120,1,904.07,662,Very High,7650.18,1013.06,54,25652.64,24/07/2022,Credit,NEFT,-62210.14,INR
CUST100054,ACC900054,Fixed Deposit,08/08/2018,Closed,Female,57,Maharashtra,HNI,Self-Employed,2362721.9,1349724.25,Expired,Y,N,N,Y,Y,105,0,1,0,No Loan,0,0,0,0,0,0,0,505,Very High,6515.72,967.125,114,11257.57,28/11/2018,Transfer,IMPS,319797.44,INR
CUST100276,ACC900276,Checking,02/04/2018,Active,Male,74,Telangana,SME,Salaried,2376151.78,1104951.51,Expired,Y,N,N,N,Y,144,0,1,0,Auto Loan,4648358.29,84,4275290.23,92967.17,60,0,1290.8,621,Very High,5054.82,1689.39,37,52650.88,02/10/2024,Credit,Mobile App,49995.91,INR
CUST100038,ACC900038,Savings,08/02/2019,Closed,Other,65,Delhi,SME,Self-Employed,2392071.66,1159132.3,Verified,Y,N,N,Y,N,468,1,0,0,Home Loan,2542318.56,24,486956.95,50846.37,30,0,3098.85,511,Medium,6221.39,967.125,56,26444.57,17/04/2019,Transfer,ATM,313144.56,INR
CUST100050,ACC900050,Current,02/12/2018,Active,Male,37,Karnataka,SME,Student,2392379.46,1267352,Verified,Y,N,Y,Y,Y,406,0,0,0,Education Loan,1834072.48,0,597855.5,36681.45,0,0,0,399,Very High,14883.54,324.06,52,45790.43,11/09/2022,Interest,IMPS,422277.48,INR
CUST100407,ACC900407,Fixed Deposit,29/01/2023,Closed,Male,26,Rajasthan,HNI,Business Owner,2436603.77,22459.53,Expired,N,N,N,Y,Y,413,0,0,0,No Loan,0,0,0,0,0,0,0,576,High,9833.77,1537.35,7,55222.13,13/11/2022,Transfer,NEFT,452900.05,INR
CUST100454,ACC900454,Savings,14/10/2024,Active,Female,38,Tamil Nadu,Corporate,Self-Employed,2442841.07,715368.34,Pending,N,N,N,N,Y,490,0,1,0,Home Loan,3942851.29,36,3137472.77,78857.03,0,0,0,664,Very High,5271.52,1001.1,60.27004219,76126.79,22/04/2019,Debit,RTGS,438532.24,INR
CUST100404,ACC900404,Savings,26/10/2023,Inactive,Female,47,Karnataka,Retail,Retired,2445389.96,54418830.61,Verified,Y,N,Y,N,N,90,0,0,0,Auto Loan,3479804.92,60,2750293.28,69596.1,36.06451613,0,0,358,Very High,1560.96,351.63,17,39510.57,04/08/2022,EMI,NEFT,178979.16,INR
CUST100186,ACC900186,Checking,19/12/2020,Frozen,Male,62,Tamil Nadu,HNI,Retired,2449042.48,1542728.22,Expired,Y,N,N,N,N,413,0,1,0,Auto Loan,3974435.31,12,2906573.9,79488.71,0,0,0,877,Low,11101.79,1217.65,91,46467.13,22/04/2021,Penalty,Mobile App,406944.92,INR
CUST100445,ACC900445,Fixed Deposit,18/09/2020,Active,Male,24,West Bengal,SME,Retired,2465982.52,1504223,Rejected,N,Y,N,N,N,581,0,0,0,Auto Loan,2625628.58,24,561920.89,52512.57,60,0,46708.35,597,Medium,1505.02,1591.26,60.27004219,83671.45,09/09/2023,Penalty,ATM,291501.31,INR
CUST100413,ACC900413,Fixed Deposit,05/11/2020,Frozen,Male,68,Maharashtra,Retail,Business Owner,2489526.14,543451.12,Verified,N,N,Y,Y,N,413,0,0,0,No Loan,0,0,0,0,0,1,0,663,Very High,4315.22,1996.8,44,-9635.71,30/04/2020,Credit,Branch,3813971.48,INR
CUST100498,ACC900498,Current,07/06/2019,Frozen,Male,62,Telangana,Retail,Retired,2508265.11,1546629.46,Rejected,Y,N,N,Y,Y,672,0,0,1,Personal Loan,1556593.03,84,440626.93,31131.86,180,1,2406.68,491,Very High,4882.47,151.04,31,27684.33,04/02/2020,Debit,IMPS,3619.19,GBP
CUST100466,ACC900466,Recurring Deposit,22/03/2018,Closed,Male,62,Rajasthan,SME,Salaried,2520082.83,1425068.41,Rejected,Y,Y,Y,Y,Y,690,0,0,1,Auto Loan,907534.44,12,444544.32,18150.69,0,0,0,861,Very High,9488.05,588.88,57,49755.89,08/08/2018,Credit,NEFT,46210.41,INR
CUST100006,ACC900006,Recurring Deposit,09/07/2021,Frozen,Female,64,Maharashtra,SME,Business Owner,2578715.12,1351593.22,Verified,N,N,Y,Y,N,712,0,0,1,No Loan,0,0,0,0,0,1,0,478,Very High,3283.21,506.81,0,23280.45,12/08/2021,EMI,IMPS,220542.73,INR
CUST100004,ACC900004,Fixed Deposit,19/12/2024,Inactive,Male,22,Maharashtra,Corporate,Salaried,2578829.24,135080.02,Expired,Y,N,Y,N,Y,682,0,1,0,Education Loan,4223685.75,12,2941845.15,84473.71,0,0,0,437,Medium,7912.08,156.57,95,22410.68,13/04/2020,Interest,UPI,252772.98,INR
CUST100139,ACC900139,Checking,18/05/2023,Active,Female,25,Gujarat,Corporate,Self-Employed,2583419.09,262461.39,Pending,N,Y,N,Y,Y,537,0,0,0,Education Loan,2621138.99,120,571151.17,52422.78,0,0,0,812,Low,10210.81,2011.8,106,32790.6,21/05/2023,Transfer,UPI,236885.88,USD
CUST100367,ACC900367,Recurring Deposit,03/10/2021,Inactive,Other,28,Karnataka,Corporate,Business Owner,2610850.36,531455.94,Expired,Y,Y,Y,Y,Y,666,0,1,0,Home Loan,1153662.58,84,121350.9,23073.25,60,0,3915.01,606.9468085,Very High,10671.26,290.51,118,67509.25,25/12/2023,Interest,Branch,483.88,USD
CUST100141,ACC900141,Current,11/01/2023,Inactive,Female,45,Telangana,Corporate,Business Owner,2620631.99,1546148.04,Verified,Y,Y,Y,Y,N,626,0,0,0,Personal Loan,1418629.53,48,1054160,28372.59,180,1,4770.98,469,Medium,70676.56,81.18,49,46240.74,31/05/2024,Interest,Branch,358517.08,GBP
CUST100075,ACC900075,Fixed Deposit,16/10/2022,Inactive,Male,29,Delhi,SME,Student,2621476.11,1248330.97,Expired,N,Y,N,Y,N,57,0,1,1,Business Loan,4894143.65,120,3824438.84,97882.87,180,1,478.73,863,Very High,5327.51,1200.53,57,6449.74,08/03/2018,Transfer,Mobile App,3287.26,EUR
CUST100127,ACC900127,Checking,19/10/2020,Frozen,Other,30,Delhi,Retail,Business Owner,2633099.78,30145.56,Verified,Y,N,N,Y,N,238,0,0,0,Home Loan,1175713.99,36,38586261.05,23514.28,60,0,1603.7,494,Low,11169.2,1092.28,15,16696.33,06/07/2022,Credit,NEFT,186206.73,INR
CUST100026,ACC900026,Checking,14/10/2024,Inactive,Other,54,Telangana,SME,Business Owner,2633099.78,92102.57,Pending,Y,Y,N,Y,N,315,0,0,0,No Loan,0,0,0,0,0,0,0,726,Medium,8440.21,513.38,69,50112.26,22/07/2022,EMI,UPI,1491421.86,GBP
CUST100180,ACC900180,Savings,20/06/2021,Inactive,Female,47,West Bengal,SME,Retired,2633099.78,289537.99,Expired,Y,N,N,Y,N,95,0,0,0,Home Loan,957623.57,48,227324.78,19152.47,0,0,0,652,Very High,10822.57,1201.12,50,75464.37,21/09/2020,EMI,Net Banking,61980.52,INR
CUST100282,ACC900282,Savings,12/01/2018,Active,Male,42,Rajasthan,SME,Retired,2633099.78,306046.59,Verified,N,N,N,Y,N,607,0,1,0,Education Loan,1074970.51,120,276323.15,21499.41,0,0,0,491,Very High,13153.01,898.47,39,-27053.9,11/05/2018,Penalty,ATM,455436.38,EUR
CUST100469,ACC900469,Fixed Deposit,12/11/2020,Active,Male,35,Gujarat,SME,Retired,2633099.78,347873.51,Verified,N,Y,N,N,N,595,0,0,1,Home Loan,2374439.75,0,2135332.13,47488.79,90,1,606.34,487,Very High,4983.82,-124.48,103,28581.02,12/01/2020,EMI,RTGS,437321.5,INR
CUST100176,ACC900176,Current,15/06/2024,Frozen,Male,69,Telangana,Corporate,Retired,2633099.78,483979.13,Pending,Y,N,N,Y,N,199,0,0,1,Business Loan,804171.29,84,128738.79,16083.43,120,1,4447.94,783,Medium,10059.87,1741.58,15,44385.62,28/04/2023,Transfer,NEFT,401653.04,INR
CUST100177,ACC900177,Recurring Deposit,25/06/2021,Inactive,Other,41,Karnataka,Corporate,Salaried,2633099.78,554160.49,Expired,Y,Y,N,Y,N,517,1,0,0,Education Loan,260787.52,12,250116.43,5215.75,120,1,4929.51,765,Medium,12344.59,1430.94,111,40787.46,20/09/2019,Debit,Mobile App,39924.5,GBP
CUST100432,ACC900432,Recurring Deposit,01/02/2023,Inactive,Male,73,Rajasthan,SME,Salaried,2633099.78,584727.89,Verified,N,N,Y,N,Y,306,0,0,0,No Loan,0,0,0,0,0,0,0,765,High,10781.16,416.74,60,3671,18/09/2022,Transfer,IMPS,474285.49,EUR
CUST100211,ACC900211,Checking,21/08/2020,Inactive,Male,69,Telangana,SME,Business Owner,2633099.78,624402.34,Rejected,N,N,Y,N,Y,272,0,0,0,No Loan,0,0,0,0,0,0,0,424,High,8806.43,1188.2,47,28394.34,06/01/2023,EMI,NEFT,125448.63,INR
CUST100159,ACC900159,Savings,09/06/2020,Frozen,Other,25,Telangana,HNI,Self-Employed,2633099.78,673110.44,Verified,Y,N,N,Y,N,572,0,0,0,Personal Loan,1847612.68,36,1622371.13,36952.25,0,0,0,382,High,4512.68,378.99,119,19820.46,23/06/2022,Transfer,Net Banking,445073.5,GBP
CUST100030,ACC900030,Checking,07/04/2019,Inactive,Other,47,Rajasthan,SME,Self-Employed,2633099.78,686320.13,Expired,Y,N,N,Y,N,560,0,0,0,Personal Loan,955176.14,120,522571.45,19103.52,0,0,0,788,Very High,3383.26,898.46,60.27004219,19857.02,21/05/2021,Transfer,ATM,312563.2,INR
CUST100080,ACC900080,Checking,25/07/2024,Closed,Female,43,West Bengal,HNI,Retired,2633099.78,943558.35,Expired,Y,N,N,Y,N,413,0,0,0,Education Loan,503764.5,36,344172.09,10075.29,120,1,2278.52,387,Low,12210.73,1781.09,48,61909.99,07/09/2019,Debit,Mobile App,88795.63,EUR
